"","x"
"1",0.45012135618128
"2",0.448382298089934
"3",0.630750592543967
"4",0.473233810566135
"5",0.740872734317875
"6",0.62684277029598
"7",0.554048208247625
"8",0.720563085067756
"9",0.776611223146642
"10",0.606845733360087
"11",0.42633509131398
"12",0.737340522782128
"13",0.758077459951027
"14",0.713257574713553
"15",0.461918537302798
"16",0.6431842140478
"17",0.436062558445579
"18",0.727518895082086
"19",0.434272465531436
"20",0.253679566158462
"21",0.513445292369838
"22",0.748637917947324
"23",0.564523509561587
"24",0.57406170977082
"25",0.62107230587135
"26",0.573078706574795
"27",0.713788847189648
"28",0.645835903388412
"29",0.688175638842909
"30",0.590318262128995
"31",0.631427393465727
"32",0.714865693903647
"33",0.409604753561065
"34",0.615130824505703
"35",0.784094525224846
"36",0.717720341635575
"37",0.521096284164341
"38",0.738654910337578
"39",0.410866650824474
"40",0.503845462360102
"41",0.698281183937271
"42",0.655351994573335
"43",0.561024348730573
"44",0.693535728203144
"45",0.637446518789276
"46",0.627375714904219
"47",0.614399232055008
"48",0.525988634642181
"49",0.716887496830964
"50",0.778074800745639
"51",0.698978555368474
"52",0.703166096377426
"53",0.266215716133734
"54",0.678960597292857
"55",0.539411645580882
"56",0.741860740714282
"57",0.745055407420391
"58",0.5
"59",0.294226025853661
"60",0.716789830388974
"61",0.71054045661617
"62",0.535353853597269
"63",0.682364830992566
"64",0.513540671258106
"65",0.726252031860258
"66",0.511056734116033
"67",0.69483017298392
"68",0.601152650894477
"69",0.560054528106531
"70",0.79660308026825
"71",0.742581645282304
"72",0.664766404962978
"73",0.526583950294715
"74",0.331191930371099
"75",0.237170870156113
"76",0.788724756366401
"77",0.49859128009371
"78",0.490631709949295
"79",0.74324101687905
"80",0.408646363805542
"81",0.321454270419475
"82",0.487680335139772
"83",0.740893235106988
"84",0.456902426817822
"85",0.405401606004257
"86",0.509824976825697
"87",0.521859164354145
"88",0.61944198572774
"89",0.580005016211821
"90",0.560971742035908
"91",0.530299652977344
"92",0.654002959842889
"93",0.431563118558649
"94",0.3053083536374
"95",0.760123438997341
"96",0.793304821094934
"97",0.713592996605878
"98",0.788707891771468
"99",0.211500054524023
"100",0.390261407769783
"101",0.73329000042553
"102",0.586937998725506
"103",0.5
"104",0.646391161398075
"105",0.440324710301816
"106",0.669218291016772
"107",0.671264530333669
"108",0.608079432528587
"109",0.505372278751394
"110",0.568950650350921
"111",0.650122094359835
"112",0.609675812933656
"113",0.791119773956687
"114",0.637623908176866
"115",0.740346571393243
"116",0.504894748275753
"117",0.565424314145622
"118",0.259889807630518
"119",0.656373684325524
"120",0.746515412608527
"121",0.748406630238906
"122",0.320926424441021
"123",0.559547693926632
"124",0.5
"125",0.525100107974383
"126",0.635538499685567
"127",0.711901787245141
"128",0.530744484758001
"129",0.584654758503077
"130",0.748720495332452
"131",0.479646968614257
"132",0.719610774266019
"133",0.641190548643086
"134",0.767321323107506
"135",0.692903305905411
"136",0.634170881110255
"137",0.437207834876526
"138",0.5061454722495
"139",0.444717907848411
"140",0.757476232111057
"141",0.707214251443606
"142",0.321330876051717
"143",0.642559659728597
"144",0.795784416491543
"145",0.746459372511081
"146",0.737430021729241
"147",0.513487554909931
"148",0.753835390169797
"149",0.727422702978143
"150",0.731855176689601
"151",0.428742971219945
"152",0.560940919853633
"153",0.731293459649622
"154",0.797575539724257
"155",0.746455604650939
"156",0.470542395865777
"157",0.694131016545502
"158",0.762714925178663
"159",0.545458006932589
"160",0.226094984820684
"161",0.505074517619167
"162",0.483593643886156
"163",0.595274527479967
"164",0.67991750304509
"165",0.510928458142566
"166",0.553869864848294
"167",0.505104271349198
"168",0.745539982722372
"169",0.5
"170",0.555354812328311
"171",0.363748154855929
"172",0.539731382394153
"173",0.221471946498917
"174",0.34583092912781
"175",0.710941669163683
"176",0.622678580949085
"177",0.720573051345477
"178",0.764077973015385
"179",0.608846124173681
"180",0.718299415754298
"181",0.556349342516103
"182",0.652401398195145
"183",0.781231086939129
"184",0.298290261703641
"185",0.717532099083595
"186",0.721169438725926
"187",0.489950117281098
"188",0.5
"189",0.685798957956585
"190",0.362896790326986
"191",0.245639651001448
"192",0.557570957833456
"193",0.372226445842851
"194",0.566611073998231
"195",0.425574006375803
"196",0.349813240015478
"197",0.727235332829921
"198",0.498476234408776
"199",0.459265070510479
"200",0.741305469178367
"201",0.435183747913993
"202",0.685234827988715
"203",0.485835952107585
"204",0.329829991779115
"205",0.69384277397506
"206",0.520766478533092
"207",0.585101058654473
"208",0.453731621426884
"209",0.747956775359589
"210",0.5
"211",0.725628060800109
"212",0.278398885786713
"213",0.430945211730154
"214",0.782426230808562
"215",0.609750626548835
"216",0.484875342161939
"217",0.486149580210225
"218",0.746783545549824
"219",0.610710621958895
"220",0.526550832001374
"221",0.558571550391735
"222",0.621132553014198
"223",0.252136084913799
"224",0.33945213460795
"225",0.37792795993852
"226",0.504901425772014
"227",0.549677068341293
"228",0.779493564818342
"229",0.707086511853118
"230",0.749249501958515
"231",0.643894115671377
"232",0.375970735634244
"233",0.541405944602147
"234",0.424586367362518
"235",0.686005887395001
"236",0.474895067513232
"237",0.700368394346348
"238",0.549916531400515
"239",0.380025202724022
"240",0.515690575518996
"241",0.505386207585587
"242",0.472459258950572
"243",0.753566824585189
"244",0.525870295606173
"245",0.738231433260708
"246",0.483726260756205
"247",0.483366100078444
"248",0.404976928177565
"249",0.676224405394383
"250",0.639323420501801
"251",0.737209935095156
"252",0.601955922306026
"253",0.401853100486859
"254",0.656313919457095
"255",0.794350193753565
"256",0.58744099762609
"257",0.616598548593381
"258",0.468668374789055
"259",0.483182138089682
"260",0.558191396009013
"261",0.49122509389081
"262",0.516623037750794
"263",0.475447296746636
"264",0.428403451252424
"265",0.704664316202397
"266",0.523927294890578
"267",0.43347926200481
"268",0.512807097000657
"269",0.473210235247792
"270",0.53388166121956
"271",0.528291720235974
"272",0.229067723228326
"273",0.404997334109317
"274",0.640643979873216
"275",0.573309291373705
"276",0.74620445620916
"277",0.435463645578775
"278",0.305778179625908
"279",0.428132403904432
"280",0.740893959978351
"281",0.349526931917884
"282",0.597680550645075
"283",0.780726708234608
"284",0.33127394656388
"285",0.444626942530408
"286",0.403805341959519
"287",0.555983334089332
"288",0.705238903231198
"289",0.763712442728721
"290",0.676238738718318
"291",0.417078204899016
"292",0.551338743490126
"293",0.59648535074483
"294",0.469816092714481
"295",0.742594054198638
"296",0.631506243986201
"297",0.586756100186465
"298",0.66754508682819
"299",0.297684110154652
"300",0.698665133812545
"301",0.583635966607419
"302",0.508811116861974
"303",0.691276909557674
"304",0.418581430084843
"305",0.543537425814598
"306",0.543236866560095
