"results.Control.unstrat","results.Treatment.unstrat","results.std.diff.unstrat","results.p.unstrat"
0.4995663687564,0.500105729557391,0.0288279874766805,0.478051177869923
0.194809486922378,0.196431842092486,0.0367712049992315,0.365539773876903
0.0668194439504542,0.067608419566474,0.00717489625538265,0.859832523149002
0.0843821222535095,0.0817428020718414,-0.0222642610919171,0.583737315898916
0.151201566203964,0.149351221638316,-0.0117181859719284,0.773038303354096
0.804333125975227,0.80659148430471,0.0433928625192844,0.285640811613983
0.172685669188274,0.175063858938067,0.0693688165231756,0.0879563387909326
0.419124690338563,0.422551610239472,0.0356638627095749,0.380150455820899
0.586297651233691,0.582648533239472,-0.0332753669817823,0.412866474678271
12.1620867596449,12.1737635122923,0.00205273219438502,0.959706574457613
0.61849710982659,0.61849710982659,0,1
14.4131296449216,14.6715111478117,0.047589476358823,0.241622834300703
147.787699301684,139.125756524837,-0.0248083505833095,0.541506837993365
83448.7762180016,83119.9966969447,-0.00153776261192991,0.969809358331855
23.0325820401594,19.4640435346738,-0.0561290956868198,0.167308245338874
26.5048500941362,22.7937747036994,-0.0545876207848726,0.17926886872129
30.7717376086524,25.2274934839265,-0.0783128233511002,0.0541096739129818
28.815719568327,24.6767202146375,-0.0642082208932184,0.11422648939178
27.0383829370446,25.6094654244516,-0.0200739452580527,0.621281533262155
30.6581181616127,27.1540626147283,-0.0549489436785229,0.176409718606666
28.3732747319926,27.1365256038439,-0.0203693918683551,0.616156267014049
28.1143173015648,27.7929673197053,-0.00602767905170443,0.882064567964958
28.8682214349554,31.7824837584252,0.0506336363091596,0.212839591100522
35.6277092835607,39.8787084312311,0.0580133790397444,0.15351531203625
46.2786289147316,50.4212423077018,0.0548918395407767,0.176859305709022
1.12875467740628,1.01585870380347,-0.034664225311592,0.393644079789076
1.20940522341701,1.08275435166557,-0.0340112488660034,0.402613078558805
1.10319362246656,1.05881564568621,-0.0138817590336124,0.732614664202988
1.32415723210074,1.0260731882725,-0.0745973278461811,0.0665483593295539
1.12511787345665,0.944151210954584,-0.0550264189911034,0.175801111406715
1.21358923444096,0.892501403232865,-0.0605382635039055,0.136412424763942
1.06331743987036,0.901589116492981,-0.0489036715111578,0.228876931538633
0.863852139845582,0.735231747466557,-0.0474540932171967,0.242963741312584
0.706452701269199,0.715309011145336,0.00332524782753163,0.934773260650733
0.72336572128076,0.707664722542527,-0.00673794289924144,0.868288168785968
0.797349328493807,0.814153719289017,0.00510684936345993,0.899977847163251
-0.120590519751445,-0.0507219133236994,0.798763420866111,1.8564398695164e-74
-0.120590519751445,-0.0507219133236994,0.798763420866111,1.8564398695164e-74
