"results.Control.unstrat","results.Treatment.unstrat","results.std.diff.unstrat","results.p.unstrat"
0.499555317579686,0.500244584284063,0.0377901869765801,0.35240955684693
0.195206747090834,0.197106778866226,0.04208185234771,0.300440656282778
0.0668657544987614,0.0652687500726673,-0.0146390195054238,0.718633425718694
0.0832049009661437,0.0840867483170933,0.00747537829873301,0.854027047638323
0.150070655464905,0.149355498389761,-0.00455894642941877,0.910661287761215
0.804467286723369,0.804177795017342,-0.00530361511416238,0.896145475481121
0.173940100390586,0.174440091848885,0.0145655398946402,0.719986037619553
0.419471511147812,0.420891824938068,0.0148037731361856,0.715603854447844
0.583455690729975,0.583556903674649,0.000935272952550976,0.981635173807769
11.9736458389686,12.33469344627,0.0630977026557462,0.120617411592831
0.61849710982659,0.61849710982659,0,1
14.5745664739884,14.6027250206441,0.00518862517728967,0.898384825327534
159.205516962399,172.577609181435,0.0146331905918394,0.718740692139073
84923.1279933939,86370.9033856317,0.0063153611859085,0.876480087768253
23.3626199907407,19.6264228240809,-0.0441702430825965,0.277102012132892
26.2382817887539,24.4152865131618,-0.0182866972033795,0.65267205308695
28.8225238216631,24.7856878441379,-0.0556331471931513,0.171089075877568
27.6629594481024,24.8752981241239,-0.0413544787062162,0.308868822475611
26.0512894939761,25.0556704098067,-0.0148385386811399,0.714965139072794
29.5553920460603,28.3138563414013,-0.018722316328672,0.644961248180269
27.6677477734583,29.1018383967209,0.0224923441067264,0.579889326861226
27.5599143121329,27.7932874725459,0.00448541588214636,0.912096318882807
28.2184175600628,32.3737655980347,0.0747937185141059,0.0658364531364262
34.4472198624302,41.5703378940693,0.0972199035320255,0.0168506073081017
46.6462818330421,51.6680011058521,0.0662053484411594,0.103407719797067
1.06615958742031,1.07215023171594,0.00182133844526576,0.964245402522651
1.21059188805037,1.16733683262263,-0.0111381386493419,0.783986612123865
1.06369077133856,1.11291176747812,0.014986664277465,0.712246007712065
1.16036070423865,1.08409114356565,-0.0210375824006197,0.604633986310571
0.996302562709331,1.01780960761437,0.00697184386925803,0.863759924636592
0.970600001421965,0.990489319990091,0.00595663150759428,0.88344465696997
0.900613307700248,0.96340385141536,0.0205116266924745,0.613695490243353
0.707616562146986,0.784515898582164,0.0305804555696028,0.451715609509203
0.577661520445087,0.747940131811726,0.0697740428520435,0.086119350313492
0.627589649106523,0.67458081864905,0.0216230815560377,0.594617948540175
0.710112012379851,0.811916634114781,0.0301992239344111,0.457373735962794
-0.114425607056978,-0.0557318102436003,0.66577227982549,1.67905638500069e-54
-0.114425607056978,-0.0557318102436003,0.66577227982549,1.67905638500069e-54
