"results.Control.unstrat","results.Treatment.unstrat","results.std.diff.unstrat","results.p.unstrat"
0.499764789250206,0.500125796221305,0.0195958959941034,0.629613523371817
0.195043193798514,0.195754883617671,0.0159871798940797,0.693976969731562
0.0662239714640793,0.0683756897398844,0.0191971339688105,0.636599950872395
0.0850616790536746,0.0858220029091658,0.00616385527225453,0.879420368503335
0.151285650517754,0.15419769264905,0.017937504397689,0.658880038182694
0.80444477509744,0.805736887852188,0.0244681374076811,0.547064623054478
0.173602540263419,0.173970216485549,0.0107510930109444,0.791316078236308
0.421362510322048,0.41971098265896,-0.0171960395769232,0.672139751652114
0.584643649838976,0.584505895073493,-0.00126532390385248,0.975156185477145
12.0064400105359,12.2755337645979,0.0476855409428628,0.240674527908176
0.61849710982659,0.61849710982659,0,1
14.4833195706028,14.5469033856317,0.0115809514118976,0.77562459460679
145.579004251073,143.641077362,-0.00550040185938931,0.892315120084772
84058,89049.7464905037,0.022032224207822,0.587664187120663
24.0895500655979,20.8546393510421,-0.0375791358518366,0.355104249640733
30.0028916669645,26.1360029284022,-0.0323303431880344,0.426258662706859
28.6484406062733,27.0777956130611,-0.0167139313977197,0.680816798998511
27.1449033325252,25.5722116862791,-0.0226384586515228,0.577430503152214
24.6968612264913,25.0359088955788,0.00581497698398118,0.886197330311658
28.7439898220264,30.5366166785805,0.0256722514307762,0.527522026544879
28.9033126849273,29.7772923143187,0.0100662474679535,0.804329953149128
28.5696693647894,28.6283118427969,0.000860700834274113,0.983099227706377
29.4496906737341,32.1252449101386,0.0397566946007358,0.327926925283441
36.2877893869331,41.0002487722461,0.0605707309638261,0.136202504741792
48.9084842150016,50.9576045552055,0.0257854131965424,0.525703920962834
1.23457958432865,1.02603991681668,-0.0586727193294297,0.148899079165695
1.32024547224855,1.15178577217836,-0.0423312312185146,0.297586736911301
1.13763196440628,1.08705844442197,-0.0154277758960489,0.704170340901789
1.20854945609331,1.11532308953262,-0.0254633083238277,0.530887412689346
0.993047838863749,1.07125338902395,0.0255543784864451,0.529419231944748
0.91496693350289,0.994461367702725,0.0247537255850838,0.542397296610769
0.87659734078365,1.03070746075062,0.0501210049257149,0.217504761917277
0.741121092656482,0.82442783372915,0.0301625858557211,0.457919598193824
0.647316123065235,0.74903077160446,0.0403440779847066,0.320833729825591
0.633602612967795,0.66744374371346,0.0158981864329725,0.695594948903004
0.759445878755574,0.801113834792733,0.0125467693709512,0.757477533351381
-0.112701694279934,-0.0597092098307185,0.587159260450489,1.02499010655101e-43
-0.112701694279934,-0.0597092098307185,0.587159260450489,1.02499010655101e-43
