"","x"
"1",0.45012135618128
"2",0.448382298089934
"3",0.630750592543967
"4",0.473233810566135
"5",0.515600733114769
"6",0.62684277029598
"7",0.554048208247625
"8",0.586501794423883
"9",0.606845733360087
"10",0.42633509131398
"11",0.573450296155586
"12",0.607064233422294
"13",0.376270376770996
"14",0.461918537302798
"15",0.6431842140478
"16",0.583025215575637
"17",0.589246323374332
"18",0.434272465531436
"19",0.513445292369838
"20",0.57406170977082
"21",0.69578572758671
"22",0.548662122977162
"23",0.62107230587135
"24",0.682263490919978
"25",0.45386939392869
"26",0.645835903388412
"27",0.688175638842909
"28",0.590318262128995
"29",0.631427393465727
"30",0.631089381819681
"31",0.409604753561065
"32",0.615130824505703
"33",0.630400442144516
"34",0.629192815901983
"35",0.521096284164341
"36",0.560579842701326
"37",0.634114392760719
"38",0.344096267125559
"39",0.503845462360102
"40",0.422639835942074
"41",0.655351994573335
"42",0.561024348730573
"43",0.693535728203144
"44",0.637446518789276
"45",0.642898412353267
"46",0.614399232055008
"47",0.525988634642181
"48",0.614510281381826
"49",0.347884232056233
"50",0.535431609771191
"51",0.535027887908841
"52",0.678960597292857
"53",0.600808696506803
"54",0.658163588415782
"55",0.628282449716743
"56",0.5
"57",0.483857213346437
"58",0.335910387227851
"59",0.623168003156205
"60",0.535353853597269
"61",0.679913188095656
"62",0.682364830992566
"63",0.513540671258106
"64",0.668693054295289
"65",0.69483017298392
"66",0.620563022619698
"67",0.601152650894477
"68",0.560054528106531
"69",0.587084627568413
"70",0.403623385579532
"71",0.48813206670311
"72",0.664766404962978
"73",0.526583950294715
"74",0.331191930371099
"75",0.49107012474501
"76",0.691285447368042
"77",0.490631709949295
"78",0.470119577141836
"79",0.531907031534166
"80",0.321454270419475
"81",0.524271218438033
"82",0.456902426817822
"83",0.405401606004257
"84",0.69645144755477
"85",0.329744879962345
"86",0.61944198572774
"87",0.580005016211821
"88",0.504182093430258
"89",0.530299652977344
"90",0.654002959842889
"91",0.431563118558649
"92",0.3053083536374
"93",0.578154222043884
"94",0.62213869435656
"95",0.541698455872372
"96",0.374364695688436
"97",0.390261407769783
"98",0.586937998725506
"99",0.5
"100",0.646391161398075
"101",0.440324710301816
"102",0.669218291016772
"103",0.466284077241821
"104",0.608079432528587
"105",0.505372278751394
"106",0.568950650350921
"107",0.650122094359835
"108",0.609675812933656
"109",0.523550644023613
"110",0.545040732130047
"111",0.664725931767211
"112",0.439674869277326
"113",0.504894748275753
"114",0.565424314145622
"115",0.603349081323776
"116",0.302692797443957
"117",0.656373684325524
"118",0.610754366720921
"119",0.320926424441021
"120",0.543521442149708
"121",0.5
"122",0.525100107974383
"123",0.635538499685567
"124",0.699596701090246
"125",0.381222445394905
"126",0.530744484758001
"127",0.653655003727762
"128",0.584654758503077
"129",0.479646968614257
"130",0.690416633379959
"131",0.641190548643086
"132",0.564355682942289
"133",0.692903305905411
"134",0.634170881110255
"135",0.507437398910408
"136",0.437207834876526
"137",0.59270616129174
"138",0.5061454722495
"139",0.444717907848411
"140",0.659070030429741
"141",0.321330876051717
"142",0.642559659728597
"143",0.642045018609195
"144",0.580690101794893
"145",0.491188965747088
"146",0.513487554909931
"147",0.675421214458461
"148",0.611518478677752
"149",0.560940919853633
"150",0.553912252873053
"151",0.599723609221918
"152",0.439021896317918
"153",0.470542395865777
"154",0.694131016545502
"155",0.690949473878392
"156",0.445588915159847
"157",0.687740816130163
"158",0.671823475000651
"159",0.483593643886156
"160",0.595274527479967
"161",0.67991750304509
"162",0.510928458142566
"163",0.553869864848294
"164",0.505104271349198
"165",0.438070652487379
"166",0.5
"167",0.555354812328311
"168",0.363748154855929
"169",0.539731382394153
"170",0.493419389140335
"171",0.516812394830766
"172",0.34583092912781
"173",0.381686122860569
"174",0.622678580949085
"175",0.434964929863891
"176",0.608846124173681
"177",0.501448306565288
"178",0.556349342516103
"179",0.652401398195145
"180",0.37176870577744
"181",0.498387044188175
"182",0.578875134460316
"183",0.5
"184",0.685798957956585
"185",0.689133172723058
"186",0.512124391616203
"187",0.557570957833456
"188",0.512196355939865
"189",0.655411821979314
"190",0.425574006375803
"191",0.349813240015478
"192",0.685149045209237
"193",0.329530245144892
"194",0.614495143864033
"195",0.498476234408776
"196",0.459265070510479
"197",0.530757313240285
"198",0.435183747913993
"199",0.685234827988715
"200",0.429138057286253
"201",0.329829991779115
"202",0.69384277397506
"203",0.520766478533092
"204",0.585101058654473
"205",0.453731621426884
"206",0.5
"207",0.560661559272524
"208",0.67164957194231
"209",0.520719440733265
"210",0.579975325528727
"211",0.609750626548835
"212",0.606995234425871
"213",0.486149580210225
"214",0.610710621958895
"215",0.526550832001374
"216",0.522234823433376
"217",0.621132553014198
"218",0.33945213460795
"219",0.37792795993852
"220",0.502111000426087
"221",0.549677068341293
"222",0.503966716922639
"223",0.532411190147809
"224",0.631470477268947
"225",0.604553178051515
"226",0.643894115671377
"227",0.375970735634244
"228",0.541405944602147
"229",0.519834510648147
"230",0.686005887395001
"231",0.474895067513232
"232",0.475887642113078
"233",0.549916531400515
"234",0.621017724942532
"235",0.515690575518996
"236",0.505386207585587
"237",0.472459258950572
"238",0.5
"239",0.651466274853162
"240",0.544171535776167
"241",0.67456260662458
"242",0.483726260756205
"243",0.487104094343596
"244",0.404976928177565
"245",0.676224405394383
"246",0.639323420501801
"247",0.627387577116768
"248",0.601955922306026
"249",0.401853100486859
"250",0.656313919457095
"251",0.513762958524583
"252",0.58744099762609
"253",0.444220534573144
"254",0.468668374789055
"255",0.483182138089682
"256",0.558191396009013
"257",0.49122509389081
"258",0.516623037750794
"259",0.475447296746636
"260",0.625046878951775
"261",0.303809884692653
"262",0.523927294890578
"263",0.644773344416898
"264",0.512807097000657
"265",0.473210235247792
"266",0.53388166121956
"267",0.528291720235974
"268",0.336592987376185
"269",0.404997334109317
"270",0.416134314506052
"271",0.360041382659895
"272",0.573309291373705
"273",0.435463645578775
"274",0.305778179625908
"275",0.428132403904432
"276",0.44953204115494
"277",0.349526931917884
"278",0.62657693102176
"279",0.597680550645075
"280",0.5
"281",0.33127394656388
"282",0.403805341959519
"283",0.48839219742885
"284",0.555983334089332
"285",0.612082549877249
"286",0.617148826066302
"287",0.676238738718318
"288",0.551338743490126
"289",0.59648535074483
"290",0.469816092714481
"291",0.616629363516607
"292",0.631506243986201
"293",0.586756100186465
"294",0.66754508682819
"295",0.698665133812545
"296",0.583635966607419
"297",0.508811116861974
"298",0.691276909557674
"299",0.659662331213344
"300",0.543537425814598
"301",0.543236866560095
"302",0.473453010618363
"303",0.3493871819595
"304",0.51671235504504
"305",0.687780027079709
"306",0.438561001453684
"307",0.601425272462957
