"","x"
"1",0.810357634384512
"2",0.507322983113962
"3",0.544832525222149
"4",0.90500137781661
"5",0.911921920778199
"6",0.917644715316809
"7",0.553942612180421
"8",0.779004151749004
"9",0.858168939930791
"10",0.676380201382853
"11",0.457943614012579
"12",0.722134945412222
"13",0.840961804597864
"14",0.611745664469918
"15",0.761820719737262
"16",0.665135496284901
"17",0.575281886991978
"18",0.468839919222346
"19",0.460116944343515
"20",0.649290951426321
"21",0.431224595677248
"22",0.601942523558078
"23",0.915723225953289
"24",0.331469329557331
"25",0.919566606489215
"26",0.922155608403044
"27",0.635192724560237
"28",0.885426277700288
"29",0.799832462602231
"30",0.775903064449886
"31",0.672911880204329
"32",0.863043217927318
"33",0.728451855342887
"34",0.367782704088069
"35",0.88171429824691
"36",0.800676845954606
"37",0.680057511014849
"38",0.567293166199931
"39",0.738222680644031
"40",0.895294500849002
"41",0.560856397550632
"42",0.784628327039796
"43",0.739462423541631
"44",0.741993230577759
"45",0.488407725725451
"46",0.838205534760362
"47",0.700384490924991
"48",0.640245539023729
"49",0.911084915151538
"50",0.478862756665945
"51",0.918004326412346
"52",0.796904685727568
"53",0.486617981691859
"54",0.633202842459174
"55",0.510761824914293
"56",0.652827192756836
"57",0.920730288169214
"58",0.576568969984206
"59",0.293102574164767
"60",0.877333145747306
"61",0.892322472897896
"62",0.545192051440999
"63",0.663804436458438
"64",0.686093777269932
"65",0.855839857390221
"66",0.924801451813212
"67",0.761716574649487
"68",0.491011680804338
"69",0.459479729850973
"70",0.914020155171057
"71",0.305902553728164
"72",0.829900456822363
"73",0.918831762738655
"74",0.596093637817562
"75",0.431158279360634
"76",0.351994422206461
"77",0.882809768977316
"78",0.707793866999097
"79",0.673255488425214
"80",0.894055945271601
"81",0.581551641901377
"82",0.909676917559761
"83",0.494907878658643
"84",0.828363457086273
"85",0.847153844567456
"86",0.896754031531016
"87",0.488372296630183
"88",0.802732328993928
"89",0.778220953458116
"90",0.429581949462965
"91",0.227914350737459
"92",0.542872484497361
"93",0.891734790156397
"94",0.215803781590434
"95",0.738984590495256
"96",0.323535673026967
"97",0.666030591538192
"98",0.473686057921011
"99",0.489090641108729
"100",0.326936023611625
"101",0.647924170518733
"102",0.28665920813047
"103",0.561293649627024
"104",0.824186269588353
"105",0.502521805007595
"106",0.395415054296528
"107",0.504362260826553
"108",0.699556298753529
"109",0.655894179906136
"110",0.363022279186544
"111",0.871700587743926
"112",0.835392839318295
"113",0.893531200086125
"114",0.5
"115",0.429664803633836
"116",0.504085770027513
"117",0.827923834701337
"118",0.795587908312744
"119",0.5
"120",0.924319738279474
"121",0.444595749191664
"122",0.721314986866828
"123",0.838274088696985
"124",0.382586930334156
"125",0.511775897963799
"126",0.737142334266368
"127",0.580946894190289
"128",0.146338928530665
"129",0.467692229379045
"130",0.9222756370772
"131",0.620982705141404
"132",0.889801425914729
"133",0.77364232761292
"134",0.888093276103392
"135",0.637997579412209
"136",0.675342310914873
"137",0.4901120546704
"138",0.673280699064267
"139",0.847666057347588
"140",0.920291442724943
"141",0.594633326827132
"142",0.5
"143",0.275841390081853
"144",0.5
"145",0.887106380998122
"146",0.577348114303724
"147",0.894578151631297
"148",0.690547955467536
"149",0.636084384683278
"150",0.870584673365891
"151",0.733225334287658
"152",0.862692022061421
"153",0.689728839685532
"154",0.880799224791029
"155",0.393571200565488
"156",0.905794800913139
"157",0.914873454066072
"158",0.595387267427988
"159",0.837989992582871
"160",0.722448227735604
"161",0.676069429597653
"162",0.563321639093876
"163",0.780980932401564
"164",0.735704991201519
"165",0.488660656653999
"166",0.774938638305913
"167",0.922790700312264
"168",0.912802369785829
"169",0.5
"170",0.753621543375773
"171",0.0971288029363441
"172",0.13201525071168
"173",0.637959165615385
"174",0.380578224110402
"175",0.834017517797659
"176",0.415600864242442
"177",0.436521982685588
"178",0.405128333841161
"179",0.11665030727672
"180",0.325991574538416
"181",0.472048569632479
"182",0.899874721990053
"183",0.918297739076829
"184",0.858145167203326
"185",0.5080709837245
"186",0.924727781072555
"187",0.893492739967598
"188",0.205412343000515
"189",0.582753061650332
"190",0.362586706129933
"191",0.480446620463019
"192",0.908799184008056
"193",0.909822421227213
"194",0.897957098983978
"195",0.78240652260896
"196",0.372368040294184
"197",0.523374317821137
"198",0.669098763037071
"199",0.911486080799851
"200",0.362750875628171
"201",0.916912798301732
"202",0.729997188639067
"203",0.649580736460014
"204",0.492617130785347
"205",0.864331962467732
"206",0.486006358706947
"207",0.914303508996702
"208",0.72704986469914
"209",0.649971968281476
"210",0.602407311103168
"211",0.8583214542298
"212",0.904537367616399
"213",0.529683851064759
"214",0.704260595359431
"215",0.904122416994193
"216",0.704351836496558
"217",0.858552382975393
"218",0.83768175898703
"219",0.855029346577496
"220",0.632658166282343
"221",0.485079435884188
"222",0.486740688097364
"223",0.891795187265872
"224",0.901977268042161
"225",0.822681453964191
"226",0.395128031136215
"227",0.76830503152896
"228",0.807672884577858
"229",0.461858775152619
"230",0.603784749468671
"231",0.794517643743851
"232",0.460177026390996
"233",0.479852141467299
"234",0.9066539330459
"235",0.913351410342866
"236",0.5
"237",0.923171618993189
"238",0.851284765052949
"239",0.892252593705066
"240",0.811384405093093
"241",0.914374185126508
"242",0.715339499686232
"243",0.873451138049688
"244",0.5
"245",0.545678424777476
"246",0.609256367711982
"247",0.91886368837781
"248",0.767881407450255
"249",0.425592976465255
"250",0.404271670534941
"251",0.479965557913141
"252",0.494556977399459
"253",0.426625306605921
"254",0.601630367748089
"255",0.844905079224461
"256",0.702287961424369
"257",0.753647673464624
"258",0.841298200204574
"259",0.918561590417785
"260",0.59750541633495
"261",0.574454261138857
"262",0.733222324631048
"263",0.599085243157034
"264",0.89337400858037
"265",0.840838239153633
"266",0.894796282223958
"267",0.776651397310036
"268",0.490752454482811
"269",0.907448578049381
"270",0.736710573263131
"271",0.883272533499967
"272",0.910139275158364
"273",0.710472259742909
"274",0.887582957753562
"275",0.649690292153979
"276",0.835814781262115
"277",0.82802742528989
"278",0.788990444879355
"279",0.891761211496329
"280",0.904242638380088
"281",0.855641626007881
"282",0.364413104011907
"283",0.543931716147893
"284",0.828062204512745
"285",0.837140826702501
"286",0.5
"287",0.5
"288",0.696630815952961
"289",0.73064833449392
"290",0.90119235035836
"291",0.150531550004528
"292",0.811347561988145
"293",0.855288369195569
"294",0.603974503290954
"295",0.822985727573195
"296",0.691007871045006
"297",0.834098895358034
"298",0.84677727638535
"299",0.795619773491511
"300",0.67344393057681
"301",0.766703221142104
"302",0.307936068556605
"303",0.653048832798065
"304",0.881572704367082
"305",0.647937408700046
"306",0.374230399998238
"307",0.78361129735936
"308",0.889110544290642
"309",0.82619480345428
"310",0.273167098010863
"311",0.894743072698625
"312",0.606874679724205
"313",0.25879682078871
"314",0.886876214465179
"315",0.252759480706041
"316",0.644140054619645
"317",0.913286497685933
"318",0.434976935250274
"319",0.738011272096004
"320",0.494354377570112
"321",0.628948557529695
"322",0.86170433519615
"323",0.853435106923045
"324",0.523356298278267
"325",0.647684432790997
"326",0.417369937866742
"327",0.85123600934056
"328",0.878938935326106
"329",0.796523234833821
"330",0.625428076437187
"331",0.744178791528922
"332",0.5
"333",0.82249056966561
"334",0.909475449161057
"335",0.857693718513852
"336",0.726253058668231
"337",0.906366683950855
"338",0.729861937105099
"339",0.668105053070335
"340",0.619145331272183
"341",0.420493277215557
"342",0.761766061615376
"343",0.860097963014787
"344",0.881332715503703
"345",0.451700343278216
"346",0.803856820292726
"347",0.900016470602076
"348",0.508487799229402
"349",0.727265261170427
"350",0.667812686713448
"351",0.914607501128175
"352",0.894042254780837
"353",0.616080191771339
"354",0.307311322793443
"355",0.866205113258938
"356",0.790313202851968
"357",0.469833554182181
"358",0.346263406469784
"359",0.856271681560884
"360",0.616999986832205
"361",0.863141756977525
"362",0.904296384203268
"363",0.660918258108391
